,source,edge,target,source_name,edge_name,target_name
2314,4622,1,750,user_0,BOOKMARK,content_2223
2315,4622,1,1217,user_0,BOOKMARK,content_937
2316,4622,1,328,user_0,BOOKMARK,content_1114
2317,4622,1,864,user_0,BOOKMARK,content_4118
2318,4622,1,328,user_0,BOOKMARK,content_1114
2319,4622,1,785,user_0,BOOKMARK,content_2913
2320,4622,1,907,user_0,BOOKMARK,content_5029
2321,4622,1,328,user_0,BOOKMARK,content_1114
2322,4622,1,907,user_0,BOOKMARK,content_5029
2323,4622,1,785,user_0,BOOKMARK,content_2913
2324,4622,1,1217,user_0,BOOKMARK,content_937
2325,4622,1,1128,user_0,BOOKMARK,content_866
2326,4622,1,785,user_0,BOOKMARK,content_2913
2327,4622,1,907,user_0,BOOKMARK,content_5029
2328,4622,1,907,user_0,BOOKMARK,content_5029
2329,4622,1,328,user_0,BOOKMARK,content_1114
2330,4622,1,907,user_0,BOOKMARK,content_5029
2331,4622,1,328,user_0,BOOKMARK,content_1114
2332,4622,1,1217,user_0,BOOKMARK,content_937
2333,4622,1,907,user_0,BOOKMARK,content_5029
2334,4622,1,750,user_0,BOOKMARK,content_2223
2335,4622,1,907,user_0,BOOKMARK,content_5029
2336,4622,1,907,user_0,BOOKMARK,content_5029
2337,4622,1,1128,user_0,BOOKMARK,content_866
2338,4622,1,907,user_0,BOOKMARK,content_5029
2339,4622,1,785,user_0,BOOKMARK,content_2913
2340,4622,1,1217,user_0,BOOKMARK,content_937
2341,4622,1,761,user_0,BOOKMARK,content_2399
2342,4622,1,907,user_0,BOOKMARK,content_5029
2343,4622,1,907,user_0,BOOKMARK,content_5029
2344,4622,1,907,user_0,BOOKMARK,content_5029
2345,4622,1,328,user_0,BOOKMARK,content_1114
2346,4622,1,1128,user_0,BOOKMARK,content_866
2347,4622,1,328,user_0,BOOKMARK,content_1114
2348,4622,1,907,user_0,BOOKMARK,content_5029
2349,4622,1,907,user_0,BOOKMARK,content_5029
2350,4622,1,856,user_0,BOOKMARK,content_3967
2351,4622,1,328,user_0,BOOKMARK,content_1114
2352,4622,1,328,user_0,BOOKMARK,content_1114
2353,4622,1,907,user_0,BOOKMARK,content_5029
2354,4622,1,761,user_0,BOOKMARK,content_2399
2355,4622,1,907,user_0,BOOKMARK,content_5029
2356,4622,1,907,user_0,BOOKMARK,content_5029
2357,4622,1,879,user_0,BOOKMARK,content_4370
2358,4622,1,907,user_0,BOOKMARK,content_5029
2359,4622,1,328,user_0,BOOKMARK,content_1114
2360,4622,1,1128,user_0,BOOKMARK,content_866
2361,4622,1,1217,user_0,BOOKMARK,content_937
2362,4622,1,907,user_0,BOOKMARK,content_5029
2363,4622,1,812,user_0,BOOKMARK,content_3305
2364,4622,1,907,user_0,BOOKMARK,content_5029
2365,4622,1,328,user_0,BOOKMARK,content_1114
2366,4622,1,328,user_0,BOOKMARK,content_1114
2367,4622,1,907,user_0,BOOKMARK,content_5029
2368,4622,1,907,user_0,BOOKMARK,content_5029
2369,4622,1,907,user_0,BOOKMARK,content_5029
2370,4622,1,907,user_0,BOOKMARK,content_5029
2371,4622,1,1217,user_0,BOOKMARK,content_937
2372,4622,1,788,user_0,BOOKMARK,content_2937
2373,4622,1,761,user_0,BOOKMARK,content_2399
2374,4622,1,788,user_0,BOOKMARK,content_2937
2375,4622,1,1217,user_0,BOOKMARK,content_937
2376,4622,1,907,user_0,BOOKMARK,content_5029
2377,4622,1,1217,user_0,BOOKMARK,content_937
2378,4622,1,907,user_0,BOOKMARK,content_5029
2379,4622,1,907,user_0,BOOKMARK,content_5029
2380,4622,1,788,user_0,BOOKMARK,content_2937
2381,4622,1,328,user_0,BOOKMARK,content_1114
2382,4622,1,907,user_0,BOOKMARK,content_5029
2383,4622,1,907,user_0,BOOKMARK,content_5029
2384,4622,1,907,user_0,BOOKMARK,content_5029
2385,4622,1,907,user_0,BOOKMARK,content_5029
2386,4622,1,907,user_0,BOOKMARK,content_5029
2387,4622,1,1217,user_0,BOOKMARK,content_937
2388,4622,1,907,user_0,BOOKMARK,content_5029
2389,4622,1,1217,user_0,BOOKMARK,content_937
2390,4622,1,907,user_0,BOOKMARK,content_5029
2391,4622,1,876,user_0,BOOKMARK,content_4269
2392,4622,1,1128,user_0,BOOKMARK,content_866
2393,4622,1,788,user_0,BOOKMARK,content_2937
2394,4622,1,1217,user_0,BOOKMARK,content_937
2395,4622,1,856,user_0,BOOKMARK,content_3967
2396,4622,1,907,user_0,BOOKMARK,content_5029
2397,4622,1,328,user_0,BOOKMARK,content_1114
2398,4622,1,907,user_0,BOOKMARK,content_5029
2399,4622,1,907,user_0,BOOKMARK,content_5029
2400,4622,1,907,user_0,BOOKMARK,content_5029
2401,4622,1,856,user_0,BOOKMARK,content_3967
2402,4622,1,1128,user_0,BOOKMARK,content_866
2403,4622,1,907,user_0,BOOKMARK,content_5029
2404,4622,1,750,user_0,BOOKMARK,content_2223
2405,4622,1,328,user_0,BOOKMARK,content_1114
2406,4622,1,856,user_0,BOOKMARK,content_3967
2407,4622,1,907,user_0,BOOKMARK,content_5029
2408,4622,1,907,user_0,BOOKMARK,content_5029
2409,4622,1,328,user_0,BOOKMARK,content_1114
2410,4622,1,907,user_0,BOOKMARK,content_5029
2411,4622,1,761,user_0,BOOKMARK,content_2399
2412,4622,1,328,user_0,BOOKMARK,content_1114
2413,4622,1,788,user_0,BOOKMARK,content_2937
2414,4622,1,907,user_0,BOOKMARK,content_5029
2415,4622,1,328,user_0,BOOKMARK,content_1114
2416,4622,1,907,user_0,BOOKMARK,content_5029
2417,4622,1,1217,user_0,BOOKMARK,content_937
2418,4622,1,907,user_0,BOOKMARK,content_5029
2419,4622,1,864,user_0,BOOKMARK,content_4118
2420,4622,1,907,user_0,BOOKMARK,content_5029
